LED1	74.04	41.78	0.00		KA-3528ASYC
R1	40.89	38.99	90.00	56	0603
R2	77.47	37.97	90.00	0.05	0603
R3	74.04	39.24	180.00	0.05	0603
R4	74.80	35.94	180.00	0.05	0603
R5	73.28	34.04	180.00	0.05	0603
U$1	50.93	27.69	0.00	RPI-ZERO_SMDRPI_ZERO_SMD	RASPBERRYPI_SMD
U1	70.18	37.97	270.00	TL431SOT23	SOT23-3
X2	46.78	45.50	180.00	FH12-08S-1SH	FH12-08S-1SH
